item,itemLabel,startDate,endDate
Q3569429,R.A.A. Wiranatakoesoema V,1945-08-19,1945-11-14
Q2470857,Sutan Sjahrir,1945-11-14,1946-02-28
Q25471319,Sudarsono,1946-03-12,1946-10-02
Q2746664,Moh. Roem,1946-10-02,1947-06-26
Q19749246,Wondoamiseno,1947-07-03,1947-11-11
Q2746664,Moh. Roem,1947-11-11,1948-01-23
Q289858,Soekiman Wirjosandjojo,1948-01-29,1948-08-04
Q4259946,Teuku Muhammad Hasan,1948-12-19,1949-03-31
Q289858,Soekiman Wirjosandjojo,1949-03-31,1949-07-13
Q3526552,Wongsonegoro,1949-08-04,1949-12-20
Q981536,Anak Agung Gede Agung,1949-12-20,1950-09-06
Q6723714,Soesanto Tirtoprodjo,1949-12-20,1950-01-21
Q6723714,Soesanto Tirtoprodjo,1950-01-21,1950-09-06
Q4808308,Assaat,1950-09-06,1951-04-03
Q56392413,Iskaq Tjokroadisurjo,1951-04-27,1952-04-03
Q2746664,Moh. Roem,1952-04-03,1953-07-30
Q11168814,Hazairin,1953-07-30,1954-10-23
Q12525401,Zainul Arifin,1954-10-23,1954-11-19
Q85993732,R. Sunarjo,1954-11-19,1955-07-24
Q85993732,R. Sunarjo,1955-08-12,1956-01-19
Q129689,Soeroso,1956-01-19,1956-03-24
Q85993732,R. Sunarjo,1956-03-24,1957-03-14
Q12512111,Sanusi Hardjadinata,1957-04-09,1959-07-10
Q16183366,Ipik Gandamana,1959-07-10,1960-02-18
Q16183366,Ipik Gandamana,1960-02-18,1962-03-06
Q16183366,Ipik Gandamana,1962-03-06,1963-11-13
Q16183366,Ipik Gandamana,1963-11-13,1964-08-27
Q13097202,Soemarno Sosroatmodjo,1964-08-27,1966-02-22
Q13097202,Soemarno Sosroatmodjo,1966-02-22,1966-03-18
Q4202242,Basuki Rachmat,1966-03-18,1966-03-28
Q4202242,Basuki Rachmat,1966-03-28,1966-07-25
Q4202242,Basuki Rachmat,1966-07-28,1967-10-14
Q4202242,Basuki Rachmat,1967-10-14,1968-06-10
Q4202242,Basuki Rachmat,1968-06-10,1969-01-08
Q4252072,Amir Machmud,1969-01-28,1973-03-28
Q4252072,Amir Machmud,1973-03-28,1978-03-29
Q4252072,Amir Machmud,1978-03-29,1982-10-01
Q76317,Sudharmono,1982-10-01,1983-03-19
Q12515771,Soepardjo Rustam,1983-03-19,1988-03-21
Q12508994,Rudini,1988-03-21,1993-03-17
Q12525261,Yogie Suardi Memet,1993-03-17,1998-03-14
Q12507527,R. Hartono,1998-03-14,1998-05-21
Q12518364,Syarwan Hamid,1998-05-23,1999-09-27
Q12482854,Feisal Tanjung,1999-10-01,1999-10-20
Q13097203,Suryadi Sudirja,1999-10-29,2001-07-23
Q12485293,Hari Sabarno,2001-08-10,2004-10-20
Q11042774,Mohammad Ma'ruf,2004-10-21,2007-03-02
Q4902218,Widodo Adi Sutjipto,2007-03-02,2007-08-29
Q3502316,Mardiyanto,2007-08-29,2009-10-20
Q5519592,"Gamawan Fauzi S.H, M.M",2009-10-22,2014-10-20
Q12521725,Tjahjo KumoloS.H,2014-10-27,2019-10-20
Q12521705,Tito Karnavian,2019-10-23,
