ordinal,item,itemLabel,inception,inceptionPrecision,startTime,startTimePrecision,abolished,abolishedPrecision,endTime,endTimePrecision,replaces,replacesLabel,replacedBy,replacedByLabel,follows,followsLabel,followedBy,followedByLabel
,Q7784821,Third Development Cabinet,1978-03-31,11,,,1983-03-19,11,,,,,,,Q7443242,Second Development Cabinet,Q5476060,Fourth Development Cabinet
,Q5476060,Fourth Development Cabinet,1983-03-19,11,1983-01-01,9,1988-03-21,11,1988-01-01,9,,,,,Q7784821,Third Development Cabinet,Q5447506,Fifth Development Cabinet
,Q5447506,Fifth Development Cabinet,1988-03-23,11,1988-01-01,9,1993-03-17,11,1993-01-01,9,,,,,Q5476060,Fourth Development Cabinet,Q7533139,Sixth Development Cabinet
,Q7533139,Sixth Development Cabinet,1993-03-17,11,1993-01-01,9,1998-03-14,11,1998-01-01,9,,,,,Q5447506,Fifth Development Cabinet,Q29349,Seventh Development Cabinet
,Q29349,Seventh Development Cabinet,1998-03-16,11,1998-01-01,9,1998-05-21,11,1998-01-01,9,,,,,Q7533139,Sixth Development Cabinet,Q5266709,Development Reform Cabinet
,Q5266709,Development Reform Cabinet,1998-05-23,11,1998-01-01,9,1999-10-20,11,1999-01-01,9,,,,,Q29349,Seventh Development Cabinet,Q4201917,National Unity Cabinet
,Q4201917,National Unity Cabinet,1999-10-29,11,1999-01-01,9,2001-07-23,11,2001-01-01,9,,,,,Q5266709,Development Reform Cabinet,Q4201259,Mutual Assistance Cabinet
,Q4201259,Mutual Assistance Cabinet,2001-08-10,11,2001-01-01,9,2004-10-20,11,2004-01-01,9,,,,,Q4201917,National Unity Cabinet,Q4201190,United Indonesia Cabinet
,Q4201190,United Indonesia Cabinet,2004-10-21,11,2004-01-01,9,2009-10-20,11,2009-01-01,9,,,,,Q4201259,Mutual Assistance Cabinet,Q4258723,Second United Indonesia Cabinet
,Q4258723,Second United Indonesia Cabinet,2009-10-22,11,,,2014-10-20,11,,,,,Q18342125,First Working Cabinet (Joko Widodo),Q4201190,United Indonesia Cabinet,Q18342125,First Working Cabinet (Joko Widodo)
,Q18342125,First Working Cabinet (Joko Widodo),2014-10-27,11,,,2019-10-20,11,,,Q4258723,Second United Indonesia Cabinet,Q71682639,Onward Indonesia Cabinet,Q4258723,Second United Indonesia Cabinet,,
,Q71682639,Onward Indonesia Cabinet,2019-10-23,11,,,,,,,Q18342125,First Working Cabinet (Joko Widodo),,,,,,
